MAG,MG,Coverage
MAG07484,323760_MG,15.82397
MAG07485,323760_MG,89.6147
MAG07486,323760_MG,15.403489
MAG07487,323760_MG,107.53064
MAG07488,323760_MG,153.44063
MAG07489,323760_MG,47.307484
MAG07490,323760_MG,31.055866
MAG07491,323760_MG,32.11146
MAG07492,323760_MG,106.57969
MAG07493,323760_MG,13.888836
MAG07494,323760_MG,7.5619755
MAG07495,323760_MG,30.172222
MAG07496,323760_MG,14.439165
MAG07497,323760_MG,585.83215
MAG07498,323760_MG,79.35998
MAG07499,323760_MG,17.056211
MAG07500,323760_MG,97.178276
MAG07501,323760_MG,15.273406
MAG07502,323760_MG,10.44874
MAG07503,323761_MG,38.5237
MAG07504,323761_MG,650.4478
MAG07505,323761_MG,258.4521
MAG07506,323761_MG,62.390232
MAG07507,323761_MG,20.274115
MAG07508,323761_MG,228.34673
MAG07509,323761_MG,30.343182
MAG07510,323761_MG,30.274454
MAG07511,323761_MG,16.73982
MAG07512,323761_MG,26.080618
MAG07513,323761_MG,255.68982
MAG07514,323761_MG,10.737981
MAG07515,323761_MG,500.52567
MAG07516,323761_MG,86.74875
MAG07517,323761_MG,24.040672
MAG07518,323761_MG,23.603651
MAG07519,323761_MG,193.38118
MAG07520,323761_MG,13.259371
MAG07521,323761_MG,83.53869
MAG07522,323761_MG,150.92506
MAG07523,323761_MG,13.683084
MAG07524,323761_MG,47.565243
MAG07525,323762_MG,116.84638
MAG07526,323763_MG,25.938654
MAG07527,323763_MG,9.968992
MAG07528,323763_MG,47.73909
MAG07529,323763_MG,21.031813
MAG07530,323763_MG,10.921089
MAG07531,323763_MG,28.816334
MAG07532,323763_MG,244.53209
MAG07533,323763_MG,50.883217
MAG07534,323763_MG,1474.9414
MAG07535,323763_MG,497.76846
MAG07536,323763_MG,80.93902
MAG07537,323763_MG,29.316862
MAG07538,323763_MG,30.92337
MAG07539,323763_MG,316.02267
MAG07540,323763_MG,44.33671
MAG07541,323766_MG,67.8734
MAG07542,323766_MG,24.118282
MAG07543,323766_MG,22.828339
MAG07544,323766_MG,1668.9893
MAG07545,323766_MG,1281.3601
MAG07546,323766_MG,26.24204
MAG07547,323766_MG,17.776243
MAG07548,323766_MG,48.472538
MAG07549,323767_MG,57.245464
MAG07550,323767_MG,19.88191
MAG07551,323767_MG,301.10876
MAG07552,323767_MG,165.3218
MAG07553,323767_MG,49.2997
MAG07554,323767_MG,16.747805
MAG07555,323767_MG,17.286451
MAG07556,323767_MG,51.875637
MAG07557,323767_MG,63.990097
MAG07558,323767_MG,41.078476
MAG07559,323767_MG,10.02309
MAG07560,323767_MG,17.88244
MAG07561,323767_MG,80.665
MAG07562,323767_MG,10.799429
MAG07563,323767_MG,27.454319
MAG07564,323767_MG,12.416034
MAG07565,323767_MG,20.273197
MAG07566,323767_MG,200.62592
MAG07567,323767_MG,45.41044
MAG07568,323769_MG,81.06457
MAG07569,323769_MG,8.908298
MAG07570,323769_MG,404.24658
MAG07571,323770_MG,15.624395
MAG07572,323770_MG,711.79333
MAG07573,323770_MG,9.621075
MAG07574,323773_MG,65.32478
MAG07575,323773_MG,176.82666
MAG07576,323773_MG,94.34624
MAG07577,323774_MG,507.74573
MAG07578,323774_MG,10.286243
MAG07579,323774_MG,46.528698
MAG07580,323774_MG,207.21645
MAG07581,323774_MG,8.781584
MAG07582,323774_MG,28.305864
MAG07583,323774_MG,17.471771
MAG07584,323774_MG,11.607213
MAG07585,323774_MG,36.676468
MAG07586,323774_MG,20.568714
MAG07587,323775_MG,292.9179
MAG07588,323775_MG,138.14233
MAG07589,323775_MG,130.10962
MAG07590,323775_MG,23.070839
MAG07591,323775_MG,6.6925473
MAG07592,323775_MG,104.71184
MAG07593,323775_MG,92.11057
MAG07594,323775_MG,8.003993
MAG07595,323775_MG,23.72651
MAG07596,323775_MG,177.68127
MAG07597,323775_MG,25.529356
MAG07598,323775_MG,72.56799
MAG07599,323775_MG,307.82556
MAG07600,323775_MG,104.35087
MAG07601,323775_MG,46.397896
MAG07602,323775_MG,6.132482
MAG07603,323775_MG,94.32351
MAG07604,323775_MG,13.247957
MAG07605,323775_MG,98.60236
MAG07606,323775_MG,35.834866
MAG07607,323775_MG,102.26751
MAG07608,323775_MG,630.50195
MAG07609,323775_MG,38.650646
MAG07610,323775_MG,68.29275
MAG07611,323775_MG,250.75246
MAG07612,323775_MG,12.737313
MAG07613,323781_MG,41.08205
MAG07614,323781_MG,48.11776
MAG07615,323781_MG,23.33157
MAG07616,323781_MG,990.8757
MAG07617,323781_MG,11.576208
MAG07618,323781_MG,13.449119
MAG07619,323781_MG,41.66308
MAG07620,323781_MG,67.96451
MAG07621,323781_MG,64.38464
MAG07622,323781_MG,22.635891
MAG07623,323781_MG,287.09906
MAG07624,323781_MG,37.257084
MAG07625,323781_MG,25.08712
MAG07626,323783_MG,100.03323
MAG07627,323783_MG,188.30617
MAG07628,323783_MG,24.364027
MAG07629,323783_MG,63.845207
MAG07630,323783_MG,37.498993
MAG07631,323783_MG,16.040348
MAG07632,323783_MG,37.91993
MAG07633,323783_MG,15.730512
MAG07634,323783_MG,47.356506
MAG07635,323783_MG,23.721815
MAG07636,323783_MG,249.91608
MAG07637,323783_MG,11.949446
MAG07638,323783_MG,20.339462
MAG07639,323783_MG,79.61844
MAG07640,323783_MG,95.23806
MAG07641,323783_MG,341.43753
MAG07642,323783_MG,19.83248
MAG07643,323783_MG,23.00087
MAG07644,323783_MG,9.928496
MAG07645,323783_MG,24.282515
MAG07646,323783_MG,18.941542
MAG07647,323783_MG,62.942955
MAG07648,323784_MG,11.204432
MAG07649,323784_MG,107.10571
MAG07650,323784_MG,7.5366497
MAG07651,323784_MG,35.051445
MAG07652,323784_MG,27.498316
MAG07653,323784_MG,308.4557
MAG07654,323784_MG,22.04857
MAG07655,323784_MG,55.455254
MAG07656,323784_MG,244.77892
MAG07657,323784_MG,13.23251
MAG07658,323784_MG,63.721447
MAG07659,323784_MG,16.71913
MAG07660,323784_MG,89.74049
MAG07661,323784_MG,10.756081
MAG07662,323784_MG,20.62903
MAG07663,323784_MG,118.896706
MAG07664,323784_MG,18.04041
MAG07665,323784_MG,26.616692
MAG07666,323784_MG,111.74999
MAG07667,323784_MG,569.80927
MAG07668,323784_MG,14.287409
MAG07669,323784_MG,12.933874
MAG07670,323785_MG,162.93126
MAG07671,323785_MG,746.8466
MAG07672,323785_MG,415.00885
MAG07673,323785_MG,15.727528
MAG07674,323789_MG,404.02213
MAG07675,323789_MG,51.2973
MAG07676,323789_MG,11.657312
MAG07677,323789_MG,25.367393
MAG07678,323789_MG,71.6783
MAG07679,323789_MG,115.56266
MAG07680,323789_MG,150.41104
MAG07681,323789_MG,14.724184
MAG07682,323789_MG,309.86694
MAG07683,323789_MG,19.389496
MAG07684,323789_MG,31.323736
MAG07685,323789_MG,39.502052
MAG07686,323789_MG,12.033879
MAG07687,323789_MG,188.0481
MAG07688,323789_MG,9.782295
MAG07689,323790_MG,26.444109
MAG07690,323790_MG,132.07434
MAG07691,323790_MG,33.89869
MAG07692,323790_MG,6.99357
MAG07693,323791_MG,17.175539
MAG07694,323791_MG,142.24692
MAG07695,323793_MG,123.32683
MAG07696,323793_MG,64.8956
MAG07697,323793_MG,7.009732
MAG07698,323795_MG,177.5897
MAG07699,323795_MG,86.21326
MAG07700,323795_MG,331.69022
MAG07701,323795_MG,71.08058
MAG07702,323795_MG,5.91266
MAG07703,323795_MG,9.20658
MAG07704,323795_MG,732.8308
MAG07705,323795_MG,148.29152
MAG07706,323795_MG,36.767742
MAG07707,323795_MG,127.11995
MAG07708,323795_MG,66.28438
MAG07709,323795_MG,224.18462
MAG07710,323795_MG,312.74445
MAG07711,323795_MG,10.009514
MAG07712,323795_MG,13.758186
MAG07713,323795_MG,52.787193
MAG07714,323795_MG,70.292816
MAG07715,323795_MG,24.26979
MAG07716,323795_MG,1029.8915
MAG07717,323796_MG,75.60015
MAG07718,323796_MG,638.1787
MAG07719,323805_MG,55.870216
MAG07720,323806_MG,21.278923
MAG07721,323806_MG,137.88309
MAG07722,323806_MG,29.59041
MAG07723,323810_MG,13.452816
MAG07724,323810_MG,43.17865
MAG07725,323812_MG,12.169978
MAG07726,323812_MG,46.973103
MAG07727,323812_MG,342.99002
MAG07728,323812_MG,189.42792
MAG07729,323812_MG,24.849316
MAG07730,323812_MG,209.86586
MAG07731,323812_MG,225.63313
MAG07732,323812_MG,41.25748
MAG07733,323812_MG,12.056417
MAG07734,323812_MG,36.127895
MAG07735,323812_MG,113.63419
MAG07736,323812_MG,26.216742
MAG07737,323812_MG,113.747025
MAG07738,323812_MG,13.237477
MAG07739,323812_MG,123.27691
MAG07740,323812_MG,35.698284
MAG07741,323812_MG,172.23598
MAG07742,323812_MG,7.561996
MAG07743,323812_MG,550.9355
MAG07744,323812_MG,102.2099
MAG07745,323812_MG,42.754025
MAG07746,323812_MG,2572.277
MAG07747,323812_MG,43.72573
MAG07748,323812_MG,14.590484
MAG07749,323812_MG,29.705635
MAG07750,323812_MG,39.93464
MAG07751,323812_MG,9.170226
MAG07752,323812_MG,107.56905
MAG07753,323813_MG,1155.8633
MAG07754,323813_MG,10.619161
MAG07755,323816_MG,8.299983
MAG07756,323816_MG,8.6599
MAG07757,323816_MG,8.464608
MAG07758,323816_MG,26.217693
MAG07759,323816_MG,9.250933
MAG07760,323816_MG,11.218275
MAG07761,323816_MG,22.253506
MAG07762,323816_MG,19.54025
MAG07763,323816_MG,43.19973
MAG07764,323816_MG,43.943523
MAG07765,323816_MG,32.46847
MAG07766,323816_MG,9.934107
MAG07767,323816_MG,9.118411
MAG07768,323816_MG,7.802691
MAG07769,323816_MG,10.43716
MAG07770,323816_MG,7.8701067
MAG07771,323819_MG,15.468133
MAG07772,323819_MG,535.2862
MAG07773,323819_MG,254.5951
MAG07774,323819_MG,102.7802
MAG07775,323819_MG,22.565866
MAG07776,323819_MG,746.879
MAG07777,323819_MG,113.70191
MAG07778,323819_MG,9.132106
MAG07779,323819_MG,7.940134
MAG07780,323819_MG,44.231327
MAG07781,323819_MG,21.493809
MAG07782,323819_MG,15.085115
MAG07783,323823_MG,28.485592
MAG07784,323823_MG,153.23839
MAG07785,323823_MG,196.81226
MAG07786,323823_MG,96.53718
MAG07787,323823_MG,19.211353
MAG07788,323824_MG,158.26695
MAG07789,323824_MG,9.366383
MAG07790,323824_MG,188.73145
MAG07791,323824_MG,6.740144
MAG07792,323824_MG,33.959915
MAG07793,323824_MG,36.84505
MAG07794,323824_MG,16.86539
MAG07795,323824_MG,14.234736
MAG07796,323824_MG,123.0865
MAG07797,323824_MG,8.003876
MAG07798,323824_MG,9.717065
MAG07799,323824_MG,53.16456
MAG07800,323824_MG,120.89665
MAG07801,323824_MG,17.380579
MAG07802,323825_MG,99.67642
MAG07803,323829_MG,22.611748
MAG07804,323829_MG,168.92802
MAG07805,323829_MG,46.376442
MAG07806,323829_MG,12.963639
MAG07807,323830_MG,2197.8174
MAG07808,323840_MG,13.80021
MAG07809,323840_MG,9.541637
MAG07810,323840_MG,549.1056
MAG07811,323840_MG,19.788956
MAG07812,323840_MG,76.191765
MAG07813,323840_MG,8.730385
MAG07814,323840_MG,13.28066
MAG07815,323840_MG,20.069933
MAG07816,323840_MG,30.305313
MAG07817,323840_MG,68.917175
MAG07818,323840_MG,384.63547
MAG07819,323843_MG,35.203743
MAG07820,323843_MG,101.492615
MAG07821,323843_MG,55.377586
MAG07822,323853_MG,13.80759
MAG07823,323853_MG,354.16382
MAG07824,323853_MG,206.8467
MAG07825,323853_MG,213.23499
MAG07826,323853_MG,219.45915
MAG07827,323853_MG,26.70206
MAG07828,323853_MG,20.478659
MAG07829,323853_MG,19.329664
MAG07830,323853_MG,13.45782
MAG07831,323854_MG,717.36847
MAG07832,323854_MG,42.886257
MAG07833,323854_MG,23.342081
MAG07834,323854_MG,57.144985
MAG07835,323854_MG,25.149807
MAG07836,323854_MG,47.818256
MAG07837,323854_MG,64.96763
MAG07838,323854_MG,9.096369
MAG07839,323854_MG,8.718473
MAG07840,323854_MG,7.963135
MAG07841,323854_MG,177.32712
MAG07842,323854_MG,22.089762
MAG07843,323854_MG,9.902612
MAG07844,323854_MG,23.593935
MAG07845,323854_MG,44.692425
MAG07846,323858_MG,42.233315
MAG07847,323858_MG,8.28045
MAG07848,323858_MG,23.13624
MAG07849,323858_MG,17.188421
MAG07850,323858_MG,127.301445
MAG07851,323858_MG,116.542915
MAG07852,323858_MG,11.711012
MAG07853,323858_MG,14.169248
MAG07854,323858_MG,141.72151
MAG07855,323858_MG,86.92377
MAG07856,323858_MG,8.619691
MAG07857,323864_MG,60.92178
MAG07858,323864_MG,33.35796
MAG07859,323864_MG,26.54369
MAG07860,323864_MG,20.498295
MAG07861,323864_MG,24.074028
MAG07862,323864_MG,25.379124
MAG07863,323864_MG,86.74001
MAG07864,323864_MG,40.46455
MAG07865,323864_MG,12.849035
MAG07866,323864_MG,107.85708
MAG07867,323864_MG,15.104268
MAG07868,323864_MG,9.1815195
MAG07869,323864_MG,70.0112
MAG07870,323864_MG,50.689896
MAG07871,323864_MG,6.793755
MAG07872,323864_MG,12.468494
MAG07873,323864_MG,8.456843
MAG07874,323864_MG,63.11095
MAG07875,323864_MG,452.79614
MAG07876,323864_MG,155.90463
MAG07877,323864_MG,29.733091
MAG07878,323864_MG,88.78922
MAG07879,323864_MG,8.63932
MAG07880,323864_MG,12.934749
MAG07881,323865_MG,1900.5128
MAG07882,323865_MG,34.683304
MAG07883,323873_MG,125.02755
MAG07884,323873_MG,187.50891
MAG07885,323873_MG,31.24419
MAG07886,323873_MG,26.009954
MAG07887,323873_MG,211.91017
MAG07888,323873_MG,18.083733
MAG07889,323873_MG,91.22358
MAG07890,323873_MG,39.456276
MAG07891,323875_MG,1407.4531
MAG07892,323876_MG,198.35648
MAG07893,323877_MG,31.249186
MAG07894,323877_MG,10.074786
MAG07895,323877_MG,1456.3179
MAG07896,323877_MG,40.241943
MAG07897,323877_MG,10.020374
MAG07898,323877_MG,88.750145
MAG07899,323877_MG,8.039471
MAG07900,323877_MG,72.38374
MAG07901,323877_MG,893.82666
MAG07902,323877_MG,11.515058
MAG07903,323877_MG,32.195244
MAG07904,323877_MG,16.805893
MAG07905,323877_MG,28.00206
MAG07906,323877_MG,21.259937
MAG07907,323877_MG,56.74151
MAG07908,323878_MG,25.071465
MAG07909,323878_MG,36.506535
MAG07910,323878_MG,122.35624
MAG07911,323878_MG,28.984896
MAG07912,323878_MG,12.719939
MAG07913,323878_MG,325.70685
MAG07914,323878_MG,191.71301
MAG07915,323878_MG,45.240067
MAG07916,323878_MG,19.692087
MAG07917,323878_MG,27.254
MAG07918,323878_MG,37.64871
MAG07919,323878_MG,36.706505
MAG07920,323878_MG,85.68362
MAG07921,323880_MG,1712.5605
MAG07922,323880_MG,49.57865
MAG07923,323881_MG,22.545818
MAG07924,323881_MG,42.538994
MAG07925,323881_MG,21.67878
MAG07926,323881_MG,95.78326
MAG07927,323881_MG,6.1563787
MAG07928,323881_MG,12.353232
MAG07929,323881_MG,14.416889
MAG07930,323881_MG,20.780857
MAG07931,323881_MG,18.122158
MAG07932,323881_MG,16.007603
MAG07933,323881_MG,30.603392
MAG07934,323881_MG,56.0712
MAG07935,323884_MG,12.742724
MAG07936,323884_MG,136.46927
MAG07937,323886_MG,21.304226
MAG07938,323886_MG,66.880745
MAG07939,323886_MG,36.747097
MAG07940,323886_MG,15.323525
MAG07941,323886_MG,157.79099
MAG07942,323886_MG,9.707117
MAG07943,323887_MG,52.97262
MAG07944,323887_MG,1692.4962
MAG07945,323887_MG,528.6186
MAG07946,323887_MG,32.806206
MAG07947,323887_MG,26.061062
MAG07948,323888_MG,9.940544
MAG07949,323888_MG,18.33027
MAG07950,323888_MG,15.20908
MAG07951,323888_MG,199.42342
MAG07952,323888_MG,29.542156
MAG07953,323888_MG,64.559395
MAG07954,323888_MG,8.584984
MAG07955,323888_MG,10.151025
MAG07956,323890_MG,34.56081
MAG07957,323890_MG,57.38134
MAG07958,323890_MG,168.56868
MAG07959,323890_MG,62.473984
MAG07960,323890_MG,75.01834
MAG07961,323890_MG,152.96107
MAG07962,323890_MG,186.53438
MAG07963,323890_MG,25.159561
MAG07964,323890_MG,104.06588
MAG07965,323890_MG,112.68818
MAG07966,323890_MG,12.191579
MAG07967,323890_MG,72.458435
MAG07968,323890_MG,295.1642
MAG07969,323890_MG,289.93884
MAG07970,323890_MG,9.558652
MAG07971,323890_MG,13.990149
MAG07972,323890_MG,15.887723
MAG07973,323890_MG,40.589954
MAG07974,323890_MG,15.597457
MAG07975,323890_MG,109.42846
MAG07976,323891_MG,38.388374
MAG07977,323891_MG,9.115727
MAG07978,323891_MG,103.60997
MAG07979,323892_MG,169.39478
MAG07980,323892_MG,70.04977
MAG07981,323892_MG,15.153046
MAG07982,323892_MG,88.496735
MAG07983,323892_MG,13.594911
MAG07984,323892_MG,101.969154
MAG07985,323892_MG,43.323257
MAG07986,323892_MG,83.00096
MAG07987,323892_MG,142.83502
MAG07988,323892_MG,20.596153
MAG07989,323892_MG,42.907658
MAG07990,323892_MG,30.263273
MAG07991,323892_MG,12.696354
MAG07992,323892_MG,132.89647
MAG07993,323893_MG,110.68389
MAG07994,323893_MG,516.142
MAG07995,323893_MG,38.406765
MAG07996,323893_MG,402.41187
MAG07997,323893_MG,158.98346
MAG07998,323893_MG,148.37277
MAG07999,323893_MG,439.24796
MAG08000,323893_MG,54.533478
MAG08001,323894_MG,18.891489
MAG08002,323894_MG,38.15512
MAG08003,323894_MG,207.92581
MAG08004,323894_MG,15.097712
MAG08005,323894_MG,22.090965
MAG08006,323894_MG,6.2068715
MAG08007,323894_MG,5.9640307
MAG08008,323896_MG,49.05244
MAG08009,323896_MG,19.125809
MAG08010,323896_MG,2297.105
MAG08011,323896_MG,45.200573
MAG08012,323896_MG,26.96127
MAG08013,323896_MG,27.33192
MAG08014,323896_MG,7.931017
MAG08015,323896_MG,24.21355
MAG08016,323896_MG,9.820884
MAG08017,323896_MG,42.10064
MAG08018,323896_MG,53.31473
MAG08019,323896_MG,196.4605
MAG08020,323896_MG,7.6939015
MAG08021,323897_MG,10.571174
MAG08022,323897_MG,10.257642
MAG08023,323897_MG,15.241002
MAG08024,323897_MG,27.069775
MAG08025,323897_MG,63.041664
MAG08026,323897_MG,9.591521
MAG08027,323897_MG,53.55427
MAG08028,323897_MG,76.95553
MAG08029,323897_MG,76.28613
MAG08030,323897_MG,9.930578
MAG08031,323897_MG,21.764671
MAG08032,323897_MG,9.290746
MAG08033,323897_MG,210.42741
MAG08034,323897_MG,144.88976
MAG08035,323897_MG,673.3597
MAG08036,323897_MG,24.488438
MAG08037,323897_MG,15.049654
MAG08038,323897_MG,262.98837
MAG08039,323897_MG,189.14606
MAG08040,323897_MG,140.85727
MAG08041,323897_MG,40.91073
MAG08042,323897_MG,37.085213
MAG08043,323897_MG,238.21407
MAG08044,323897_MG,39.045856
MAG08045,323897_MG,331.35873
MAG08046,323897_MG,94.018555
MAG08047,323897_MG,29.92392
MAG08048,323897_MG,177.34619
MAG08049,323897_MG,98.78883
MAG08050,323897_MG,16.496798
MAG08051,323897_MG,151.54648
MAG08052,323898_MG,312.9833
MAG08053,323898_MG,45.172134
MAG08054,323898_MG,138.66078
MAG08055,323898_MG,222.24022
MAG08056,323898_MG,311.02252
MAG08057,323900_MG,190.69772
MAG08058,MG_339011,48.189037
MAG08059,MG_339011,12.583781
MAG08060,MG_339011,88.35673
MAG08061,MG_339011,55.97697
MAG08062,MG_339011,34.92628
MAG08063,MG_339011,165.72832
MAG08064,MG_339011,12.874773
MAG08065,MG_339011,397.00665
MAG08066,MG_339011,25.51121
MAG08067,MG_339043,20.634047
MAG08068,MG_339043,385.39252
MAG08069,MG_339043,26.196104
MAG08070,MG_339043,9.366185
MAG08071,MG_339043,3180.7512
MAG08072,MG_339043,11.956331
MAG08073,MG_339075,13.25771
MAG08074,MG_339075,13.924595
MAG08075,MG_339075,175.6358
MAG08076,MG_339075,445.4554
MAG08077,MG_339107,48.49752
MAG08078,MG_339107,11.978208
MAG08079,MG_339107,14.557929
MAG08080,MG_339107,53.957912
MAG08081,MG_339107,188.94173
MAG08082,MG_339107,319.15994
MAG08083,MG_339107,12.496578
MAG08084,MG_339107,6.347955
MAG08085,MG_339139,17.732178
MAG08086,MG_339139,14.615072
MAG08087,MG_339139,18.802967
MAG08088,MG_339139,11.122386
MAG08089,MG_339139,12.287659
MAG08090,MG_339171,156.93816
MAG08091,MG_339171,19.525993
MAG08092,MG_339171,95.035034
MAG08093,MG_339171,88.80923
MAG08094,MG_339171,33.110558
MAG08095,MG_339171,51.477406
MAG08096,MG_339171,48.890167
MAG08097,MG_339171,57.991817
MAG08098,MG_339171,12.440822
MAG08099,MG_339171,9.050538
MAG08100,MG_339171,32.19738
MAG08101,MG_339171,54.05447
MAG08102,MG_339171,37.305958
MAG08103,MG_339203,240.24709
MAG08104,MG_339235,27.059366
MAG08105,MG_339235,15.6715555
MAG08106,MG_339235,71.75467
MAG08107,MG_339235,43.841175
MAG08108,MG_339235,46.226513
MAG08109,MG_339235,18.912748
MAG08110,MG_339235,12.49216
MAG08111,MG_339235,48.944427
MAG08112,MG_339235,38.602345
MAG08113,MG_339235,20.204012
MAG08114,MG_339235,15.715372
MAG08115,MG_339235,22.098082
MAG08116,MG_339235,38.41466
MAG08117,MG_339235,14.928208
MAG08118,MG_339235,160.52435
MAG08119,MG_339235,23.091366
MAG08120,MG_339299,2576.5945
MAG08121,MG_339331,18.025436
MAG08122,MG_339331,7.57988
MAG08123,MG_339331,1010.97864
MAG08124,MG_339331,20.013489
MAG08125,MG_339331,16.349796
MAG08126,MG_339331,822.80664
MAG08127,MG_339331,46.274517
MAG08128,MG_339331,14.362986
MAG08129,MG_339331,58.406494
MAG08130,MG_339363,24.067276
MAG08131,MG_339395,48.256584
MAG08132,MG_339395,16.53756
MAG08133,MG_339395,63.157524
MAG08134,MG_339395,14.774438
MAG08135,MG_339395,12.135294
MAG08136,MG_339395,83.44798
MAG08137,MG_339427,22.325737
MAG08138,MG_339427,689.8937
MAG08139,MG_339427,90.93807
MAG08140,MG_339427,117.472145
MAG08141,MG_339427,7.7725415
MAG08142,MG_339459,9.936401
MAG08143,MG_339459,105.004684
MAG08144,MG_339459,488.20593
MAG08145,MG_339459,24.358067
MAG08146,MG_339459,576.8466
MAG08147,MG_339459,16.410398
MAG08148,MG_339459,1693.256
MAG08149,MG_339459,57.242943
MAG08150,MG_339459,13.17038
MAG08151,MG_339459,12.542926
MAG08152,MG_339459,160.87228
MAG08153,MG_339459,12.294103
MAG08154,MG_339459,533.44495
MAG08155,MG_339491,119.181366
MAG08156,MG_339523,31.70944
MAG08157,MG_339523,20.21238
MAG08158,MG_339523,92.97816
MAG08159,MG_339523,10.746714
MAG08160,MG_339555,76.7336
MAG08161,MG_339555,87.721085
MAG08162,MG_339555,264.10284
MAG08163,MG_339555,46.871914
MAG08164,MG_339555,49.035633
MAG08165,MG_339555,74.28487
MAG08166,MG_339555,8.427976
MAG08167,MG_339555,6.0275445
MAG08168,MG_339587,61.6701
MAG08169,MG_339587,18.197119
MAG08170,MG_339587,12.978644
MAG08171,MG_339587,52.993275
MAG08172,MG_339587,16.108133
MAG08173,MG_339587,50.92669
MAG08174,MG_339587,230.44524
MAG08175,MG_339587,9.534213
MAG08176,MG_339587,63.84993
MAG08177,MG_339619,35.150665
MAG08178,MG_339619,96.20652
MAG08179,MG_339619,200.61009
MAG08180,MG_339619,38.485477
MAG08181,MG_339619,14.383152
MAG08182,MG_339619,22.92801
MAG08183,MG_339619,18.08913
MAG08184,MG_339619,12.254697
MAG08185,MG_339619,18.289862
MAG08186,MG_339619,36.686066
MAG08187,MG_339619,526.3763
MAG08188,MG_339651,13.614169
MAG08189,MG_339651,60.498302
MAG08190,MG_339651,117.46006
MAG08191,MG_339651,27.72867
MAG08192,MG_339651,44.08821
MAG08193,MG_339651,11.998447
MAG08194,MG_339651,9.799706
MAG08195,MG_339651,20.90606
MAG08196,MG_339651,34.880905
MAG08197,MG_339651,36.67893
MAG08198,MG_339651,38.19986
MAG08199,MG_339651,25.34181
MAG08200,MG_339651,14.47778
MAG08201,MG_339651,31.38232
MAG08202,MG_339683,29.898926
MAG08203,MG_339683,636.0138
MAG08204,MG_339683,283.8827
MAG08205,MG_339683,57.528873
MAG08206,MG_339715,13.165249
MAG08207,MG_339715,38.064102
MAG08208,MG_339715,117.74076
MAG08209,MG_339715,112.52711
MAG08210,MG_339715,31.734865
MAG08211,MG_339715,13.055573
MAG08212,MG_339715,11.304004
MAG08213,MG_339715,6.536669
MAG08214,MG_339747,34.929142
MAG08215,MG_339747,15.44283
MAG08216,MG_339747,50.867588
MAG08217,MG_339747,35.5842
MAG08218,MG_339747,154.51259
MAG08219,MG_339747,337.09512
MAG08220,MG_339747,85.2837
MAG08221,MG_339747,29.309652
MAG08222,MG_339747,63.32712
MAG08223,MG_339747,12.457174
MAG08224,MG_339747,87.43517
MAG08225,MG_339747,72.0293
MAG08226,MG_339747,17.968878
MAG08227,MG_339747,69.851135
MAG08228,MG_339747,8.215521
MAG08229,MG_339779,10.445693
MAG08230,MG_339779,100.94662
MAG08231,MG_339779,56.989193
MAG08232,MG_339779,19.242392
MAG08233,MG_339779,31.353127
MAG08234,MG_339779,20.938675
MAG08235,MG_339779,88.60221
MAG08236,MG_339811,18.598127
MAG08237,MG_339811,15.525743
MAG08238,MG_339811,109.46367
MAG08239,MG_339811,9.628953
MAG08240,MG_339811,7.507109
MAG08241,MG_339811,37.5532
MAG08242,MG_339811,23.487555
MAG08243,MG_339811,17.943121
MAG08244,MG_339811,65.990456
MAG08245,MG_339811,314.41568
MAG08246,MG_339811,10.2921
MAG08247,MG_339811,27.033283
MAG08248,MG_339811,25.435236
MAG08249,MG_339843,107.66068
MAG08250,MG_339843,575.91797
MAG08251,MG_339843,298.101
MAG08252,MG_339843,8.525089
MAG08253,MG_339907,288.72632
MAG08254,MG_339907,302.01538
MAG08255,MG_339939,51.092945
MAG08256,MG_339939,87.75379
MAG08257,MG_339939,22.39675
MAG08258,MG_339939,170.64056
MAG08259,MG_339939,81.68205
MAG08260,MG_339939,23.412878
MAG08261,MG_339939,11.641904
MAG08262,MG_339939,21.304966
MAG08263,MG_339939,8.177187
MAG08264,MG_339939,50.854332
MAG08265,MG_339939,21.897112
MAG08266,MG_339939,1848.1947
MAG08267,MG_339939,126.86157
MAG08268,MG_339939,29.153059
MAG08269,MG_339939,14.159944
MAG08270,MG_339939,859.9999
MAG08271,MG_339939,192.84265
MAG08272,MG_339939,10.008624
MAG08273,MG_339939,64.929245
MAG08274,MG_339939,8.135747
