MAG,MG,Coverage
MAG10794,343042_MG,32.170315
MAG10795,343042_MG,442.71152
MAG10796,343043_MG,9.006867
MAG10797,343043_MG,30.832418
MAG10798,343043_MG,21.29075
MAG10799,343046_MG,14.758511
MAG10800,343046_MG,82.801414
MAG10801,343048_MG,1615.4757
MAG10802,343048_MG,22.342854
MAG10803,343049_MG,404.79416
MAG10804,343053_MG,414.24722
MAG10805,343057_MG,90.58603
MAG10806,343057_MG,40.527267
MAG10807,343057_MG,1885.7936
MAG10808,343057_MG,346.324
MAG10809,343057_MG,8.790892
MAG10810,343057_MG,56.045094
MAG10811,343057_MG,60.19314
MAG10812,343057_MG,18.372614
MAG10813,343057_MG,103.3367
MAG10814,343057_MG,15.832078
MAG10815,343057_MG,8.334372
MAG10816,343057_MG,22.876518
MAG10817,343057_MG,17.438892
MAG10818,343057_MG,67.79249
MAG10819,343057_MG,35.053165
MAG10820,343057_MG,25.983591
MAG10821,343057_MG,78.75538
MAG10822,343057_MG,13.239824
MAG10823,343057_MG,10.574561
MAG10824,343057_MG,407.28122
MAG10825,343058_MG,43.28295
MAG10826,343058_MG,100.494125
MAG10827,343058_MG,28.872139
MAG10828,343058_MG,27.65059
MAG10829,343058_MG,31.98801
MAG10830,343058_MG,68.3077
MAG10831,343058_MG,118.74603
MAG10832,343058_MG,29.811502
MAG10833,343058_MG,33.313435
MAG10834,343060_MG,22.205196
MAG10835,343060_MG,42.398
MAG10836,343060_MG,13.934521
MAG10837,343060_MG,281.5749
MAG10838,343060_MG,30.71642
MAG10839,343063_MG,444.7646
MAG10840,343067_MG,313.91513
MAG10841,343068_MG,103.428444
MAG10842,343068_MG,27.04604
MAG10843,343068_MG,167.54594
MAG10844,343068_MG,433.43646
MAG10845,343068_MG,17.931591
MAG10846,343068_MG,235.05614
MAG10847,343071_MG,33.56234
MAG10848,343071_MG,53.20311
MAG10849,343071_MG,202.0211
MAG10850,343071_MG,9.46408
MAG10851,343071_MG,22.562359
MAG10852,343071_MG,139.89542
MAG10853,343071_MG,18.170643
MAG10854,343071_MG,9.755792
MAG10855,343071_MG,9.007145
MAG10856,343071_MG,9.147163
MAG10857,343071_MG,9.906901
MAG10858,343071_MG,10.753492
MAG10859,343075_MG,15.421555
MAG10860,343075_MG,97.74623
MAG10861,343075_MG,70.31837
MAG10862,343075_MG,59.513878
MAG10863,343075_MG,45.603893
MAG10864,343075_MG,842.6649
MAG10865,343076_MG,112.72133
MAG10866,343076_MG,22.113052
MAG10867,343076_MG,48.39015
MAG10868,343076_MG,11.258075
MAG10869,343076_MG,7.845401
MAG10870,343076_MG,37.730003
MAG10871,343076_MG,45.1582
MAG10872,343076_MG,19.993404
MAG10873,343076_MG,11.886716
MAG10874,343078_MG,1207.909
MAG10875,343081_MG,34.300735
MAG10876,343081_MG,265.9627
MAG10877,343081_MG,17.71365
MAG10878,343081_MG,76.11695
MAG10879,343081_MG,15.3244
MAG10880,343081_MG,18.975225
MAG10881,343081_MG,15.211449
MAG10882,343081_MG,13.351252
MAG10883,343081_MG,112.76083
MAG10884,343081_MG,92.32097
MAG10885,343081_MG,22.709047
MAG10886,343083_MG,28.001598
MAG10887,343083_MG,13.50542
MAG10888,343083_MG,17.126234
MAG10889,343083_MG,20.988401
MAG10890,343083_MG,11.081463
MAG10891,343083_MG,94.06792
MAG10892,343083_MG,14.416237
MAG10893,343083_MG,17.44076
MAG10894,343083_MG,28.700674
MAG10895,343083_MG,82.67507
MAG10896,343083_MG,18.424505
MAG10897,343086_MG,11.815377
MAG10898,343086_MG,33.112473
MAG10899,343086_MG,428.85675
MAG10900,343086_MG,37.6082
MAG10901,343086_MG,18.366907
MAG10902,343086_MG,35.630596
MAG10903,343086_MG,171.09985
MAG10904,343086_MG,66.03797
MAG10905,343086_MG,26.145668
MAG10906,343086_MG,17.360806
MAG10907,343086_MG,15.484102
MAG10908,343086_MG,69.32359
MAG10909,343086_MG,255.65399
MAG10910,343086_MG,10.3056345
MAG10911,343086_MG,147.11754
MAG10912,343086_MG,46.834
MAG10913,343086_MG,136.5498
MAG10914,343086_MG,326.88428
MAG10915,343086_MG,11.427099
MAG10916,343086_MG,16.708025
MAG10917,343086_MG,16.674225
MAG10918,343086_MG,70.79373
MAG10919,343086_MG,11.775675
MAG10920,343086_MG,225.85461
MAG10921,343086_MG,10.9981365
MAG10922,343086_MG,65.38708
MAG10923,343086_MG,119.25404
MAG10924,343086_MG,17.093845
MAG10925,343086_MG,74.831154
MAG10926,343086_MG,13.847
MAG10927,343086_MG,8.643783
MAG10928,343086_MG,30.272913
MAG10929,343086_MG,125.67309
MAG10930,343086_MG,131.15475
MAG10931,343086_MG,153.65662
MAG10932,343086_MG,166.52112
MAG10933,343086_MG,203.20769
MAG10934,343086_MG,74.02164
MAG10935,343086_MG,30.40089
MAG10936,343086_MG,158.5558
MAG10937,343086_MG,33.9965
MAG10938,343089_MG,798.90314
MAG10939,343089_MG,83.22386
MAG10940,343089_MG,11.375014
MAG10941,343089_MG,228.41269
MAG10942,343089_MG,50.335003
MAG10943,343089_MG,10.003963
MAG10944,343089_MG,23.654438
MAG10945,343089_MG,51.714348
MAG10946,343089_MG,28.563866
MAG10947,343089_MG,31.782297
MAG10948,343089_MG,24.021086
MAG10949,343089_MG,10.89817
MAG10950,343089_MG,78.61883
MAG10951,343089_MG,18.16314
MAG10952,343094_MG,19.80212
MAG10953,343094_MG,186.1546
MAG10954,343094_MG,143.79951
MAG10955,343098_MG,2619.786
MAG10956,343098_MG,26.93378
MAG10957,343099_MG,780.4972
MAG10958,343099_MG,3050.799
MAG10959,343101_MG,351.13635
MAG10960,343104_MG,37.220043
MAG10961,343104_MG,10.340167
MAG10962,343104_MG,17.207376
MAG10963,343104_MG,9.1983
MAG10964,343104_MG,205.98216
MAG10965,343104_MG,44.392693
MAG10966,343104_MG,94.359505
MAG10967,343104_MG,4.9579773
MAG10968,343107_MG,363.9204
MAG10969,343109_MG,13.271526
MAG10970,343109_MG,13.576381
MAG10971,343109_MG,42.75453
MAG10972,343109_MG,37.36635
MAG10973,343109_MG,25.365204
MAG10974,343109_MG,9.273984
MAG10975,343109_MG,38.8541
MAG10976,343109_MG,29.66644
MAG10977,343109_MG,7.1357875
MAG10978,343109_MG,150.8468
MAG10979,343111_MG,72.095184
MAG10980,343111_MG,82.59255
MAG10981,343111_MG,313.5537
MAG10982,343114_MG,12.138905
MAG10983,343114_MG,31.958101
MAG10984,343114_MG,55.08801
MAG10985,343114_MG,14.926854
MAG10986,343114_MG,16.681665
MAG10987,343114_MG,8.8723345
MAG10988,343114_MG,21.096844
MAG10989,343114_MG,94.295105
MAG10990,343114_MG,41.285305
MAG10991,343114_MG,19.378258
MAG10992,343117_MG,27.751036
MAG10993,343117_MG,248.04231
MAG10994,343117_MG,23.354391
MAG10995,343117_MG,141.49803
MAG10996,343117_MG,96.22026
MAG10997,343117_MG,38.37119
MAG10998,343119_MG,16.061789
MAG10999,343123_MG,1632.0057
MAG11000,343123_MG,179.7641
MAG11001,343124_MG,128.26196
MAG11002,343124_MG,1542.9355
MAG11003,343124_MG,373.22574
MAG11004,343124_MG,20.756437
MAG11005,343124_MG,23.853436
MAG11006,343124_MG,19.808369
MAG11007,343124_MG,41.245083
MAG11008,343124_MG,438.50873
MAG11009,343124_MG,9.722773
MAG11010,343124_MG,28.342325
MAG11011,343124_MG,504.12808
MAG11012,343124_MG,41.737217
MAG11013,343124_MG,77.93948
MAG11014,343124_MG,63.7017
MAG11015,343124_MG,371.52274
MAG11016,343124_MG,20.02491
MAG11017,343124_MG,65.5182
MAG11018,343124_MG,446.38293
MAG11019,343124_MG,11.873753
MAG11020,343124_MG,161.80777
MAG11021,343124_MG,962.6609
MAG11022,343124_MG,52.33139
MAG11023,343124_MG,215.26685
MAG11024,343124_MG,17.431793
MAG11025,343128_MG,481.946
MAG11026,343128_MG,165.20078
MAG11027,343128_MG,253.72923
MAG11028,343128_MG,192.74495
MAG11029,343128_MG,666.8755
MAG11030,343128_MG,229.5224
MAG11031,343128_MG,179.17357
MAG11032,343128_MG,3714.1807
MAG11033,343128_MG,27.231852
MAG11034,343128_MG,217.8526
MAG11035,343128_MG,156.53448
MAG11036,343128_MG,65.515785
MAG11037,343128_MG,33.625088
MAG11038,343128_MG,403.9733
MAG11039,343128_MG,24.621832
MAG11040,343128_MG,16.71417
MAG11041,343128_MG,497.81967
MAG11042,343128_MG,261.81366
MAG11043,343128_MG,34.32343
MAG11044,343128_MG,110.59097
MAG11045,343128_MG,21.460186
MAG11046,343128_MG,29.730068
MAG11047,343128_MG,49.171097
MAG11048,343129_MG,257.48578
MAG11049,343129_MG,13.336433
MAG11050,343129_MG,220.19174
MAG11051,343129_MG,11.143984
MAG11052,343129_MG,30.156092
MAG11053,343129_MG,15.448855
MAG11054,343129_MG,23.90974
MAG11055,343129_MG,257.7076
MAG11056,343129_MG,20.05392
MAG11057,343129_MG,44.262333
MAG11058,343129_MG,8.668585
MAG11059,343129_MG,25.768505
MAG11060,343129_MG,10.480902
MAG11061,343129_MG,102.48936
MAG11062,343129_MG,73.411514
MAG11063,343131_MG,14.150411
MAG11064,343131_MG,46.1721
MAG11065,343131_MG,6.7765856
MAG11066,343131_MG,91.919655
MAG11067,343131_MG,19.445482
MAG11068,343131_MG,9.893071
MAG11069,343131_MG,43.753025
MAG11070,343131_MG,15.692198
MAG11071,343131_MG,8.599463
MAG11072,343131_MG,22.428621
MAG11073,343131_MG,10.268496
MAG11074,343131_MG,22.147572
MAG11075,343131_MG,9.600856
MAG11076,343134_MG,41.165783
MAG11077,343134_MG,7.5696497
MAG11078,343134_MG,22.776253
MAG11079,343134_MG,8.328828
MAG11080,343134_MG,7.9385552
MAG11081,343134_MG,20.2385
MAG11082,343134_MG,14.791005
MAG11083,343134_MG,6.5692797
MAG11084,343138_MG,10.347676
MAG11085,343138_MG,154.94539
MAG11086,343138_MG,14.54052
MAG11087,343138_MG,8.764542
MAG11088,343138_MG,26.38748
MAG11089,343138_MG,9.642335
MAG11090,343138_MG,7.950986
MAG11091,343138_MG,9.461807
MAG11092,343139_MG,12.040707
MAG11093,343139_MG,35.178837
MAG11094,343139_MG,152.65968
MAG11095,343139_MG,9.95418
MAG11096,343139_MG,20.129
MAG11097,343140_MG,29.26051
MAG11098,343145_MG,8.424359
MAG11099,343145_MG,79.303024
MAG11100,343145_MG,111.543335
MAG11101,343145_MG,190.49863
MAG11102,343145_MG,29.278913
MAG11103,343145_MG,20.19986
MAG11104,343145_MG,17.5224
MAG11105,343145_MG,13.963917
MAG11106,343145_MG,19.69572
MAG11107,343145_MG,388.9884
MAG11108,343145_MG,37.67609
MAG11109,343145_MG,35.567806
MAG11110,343145_MG,5.626425
MAG11111,343145_MG,10.012051
MAG11112,343145_MG,16.297709
MAG11113,343145_MG,6.9731274
MAG11114,343145_MG,7.0980315
MAG11115,343145_MG,65.86099
MAG11116,343145_MG,9.29364
MAG11117,343145_MG,31.555676
MAG11118,343147_MG,39.76988
MAG11119,343147_MG,6.2681217
MAG11120,343147_MG,18.273174
MAG11121,343147_MG,11.068582
MAG11122,343147_MG,9.303092
MAG11123,343147_MG,13.795398
MAG11124,343147_MG,15.2454605
MAG11125,343147_MG,447.09784
MAG11126,343147_MG,9.48973
MAG11127,343147_MG,23.780529
MAG11128,343150_MG,15.465676
MAG11129,343150_MG,511.71695
MAG11130,343150_MG,210.91344
MAG11131,343150_MG,182.42293
MAG11132,343150_MG,33.3987
MAG11133,343150_MG,38.5786
MAG11134,343150_MG,512.5029
MAG11135,343150_MG,46.111374
MAG11136,343150_MG,167.59503
MAG11137,343150_MG,15.346438
MAG11138,343150_MG,18.593359
MAG11139,343150_MG,11.916026
MAG11140,343150_MG,10.078027
MAG11141,343150_MG,54.704254
MAG11142,343150_MG,19.494097
MAG11143,343153_MG,163.83266
MAG11144,343153_MG,139.87852
MAG11145,343153_MG,125.96179
MAG11146,343155_MG,12.146884
MAG11147,343155_MG,367.73456
MAG11148,343156_MG,9.002382
MAG11149,343156_MG,8.620249
MAG11150,343156_MG,322.1106
MAG11151,343156_MG,630.73975
MAG11152,343156_MG,80.09964
MAG11153,343156_MG,9.965722
MAG11154,343156_MG,153.30824
MAG11155,343156_MG,87.34446
MAG11156,343156_MG,98.665565
MAG11157,343156_MG,114.301994
MAG11158,343160_MG,71.816986
MAG11159,343160_MG,46.921677
MAG11160,343160_MG,67.41921
MAG11161,343160_MG,234.41035
MAG11162,343160_MG,73.01811
MAG11163,343160_MG,43.317146
MAG11164,343160_MG,236.81715
MAG11165,343160_MG,97.87494
MAG11166,343160_MG,1436.7256
MAG11167,343163_MG,361.93503
MAG11168,343163_MG,105.64133
MAG11169,343163_MG,77.97144
MAG11170,343163_MG,33.49622
MAG11171,343163_MG,186.49171
MAG11172,343163_MG,15.263915
MAG11173,343163_MG,158.46382
MAG11174,343163_MG,49.10083
MAG11175,343163_MG,34.028187
MAG11176,343163_MG,18.83456
MAG11177,343163_MG,352.65546
MAG11178,343163_MG,15.522838
MAG11179,343165_MG,9.1509495
MAG11180,343165_MG,7.1487837
MAG11181,343165_MG,6.822336
MAG11182,343165_MG,7.9737926
MAG11183,343165_MG,45.014023
MAG11184,343165_MG,6.733045
MAG11185,343165_MG,21.083506
MAG11186,343165_MG,7.7976446
MAG11187,343165_MG,17.369314
MAG11188,343165_MG,15.677549
MAG11189,343165_MG,16.934477
MAG11190,343165_MG,6.98915
MAG11191,343167_MG,53.289116
MAG11192,343167_MG,164.03604
MAG11193,343167_MG,15.225014
MAG11194,343167_MG,9.570908
MAG11195,343167_MG,151.64455
MAG11196,343167_MG,8.38018
MAG11197,343167_MG,18.156582
MAG11198,343167_MG,162.01338
MAG11199,343167_MG,74.007
MAG11200,343167_MG,38.300007
MAG11201,343167_MG,26.99905
MAG11202,343167_MG,26.245018
MAG11203,343167_MG,14.979253
MAG11204,343167_MG,52.215744
MAG11205,343167_MG,10.445505
MAG11206,343167_MG,800.5938
MAG11207,343167_MG,77.50254
MAG11208,343167_MG,303.8751
MAG11209,343167_MG,11.293188
MAG11210,343167_MG,12.675762
MAG11211,343167_MG,5.679624
MAG11212,343167_MG,322.9073
MAG11213,343167_MG,112.46796
MAG11214,343167_MG,1216.8425
MAG11215,343167_MG,308.85602
MAG11216,343167_MG,11.546171
MAG11217,343173_MG,167.8681
MAG11218,343177_MG,88.46634
MAG11219,343177_MG,2512.7432
MAG11220,343177_MG,57.891384
MAG11221,343177_MG,29.57926
MAG11222,343177_MG,164.9371
MAG11223,343177_MG,25.767103
MAG11224,343177_MG,85.82394
MAG11225,343177_MG,46.095078
MAG11226,343177_MG,284.53265
MAG11227,343178_MG,1861.4755
MAG11228,343180_MG,498.09253
MAG11229,343180_MG,15.339237
MAG11230,343180_MG,78.62124
MAG11231,343180_MG,52.27854
MAG11232,343180_MG,32.687855
MAG11233,343180_MG,99.71824
MAG11234,343180_MG,41.930527
MAG11235,343180_MG,805.28674
MAG11236,343180_MG,380.41312
MAG11237,343180_MG,75.67182
MAG11238,343183_MG,231.56744
MAG11239,343183_MG,61.535812
MAG11240,343183_MG,18.878475
MAG11241,343183_MG,12.417586
MAG11242,343183_MG,27.276571
MAG11243,343183_MG,74.50471
MAG11244,343183_MG,69.89241
MAG11245,343183_MG,82.23347
MAG11246,343183_MG,41.065483
MAG11247,343183_MG,62.155678
MAG11248,343183_MG,116.35478
MAG11249,343183_MG,78.533806
MAG11250,343185_MG,28.911661
MAG11251,343185_MG,59.79104
MAG11252,343185_MG,49.235394
MAG11253,343188_MG,30.785898
MAG11254,343188_MG,32.88364
MAG11255,343188_MG,140.56978
MAG11256,343188_MG,14.274097
MAG11257,343188_MG,24.631401
MAG11258,343192_MG,36.91847
MAG11259,343193_MG,52.184654
MAG11260,343193_MG,37.507717
MAG11261,343193_MG,11.980672
MAG11262,343193_MG,19.85881
MAG11263,343193_MG,14.939144
MAG11264,343193_MG,20.311666
MAG11265,343195_MG,3922.377
MAG11266,343195_MG,808.39935
MAG11267,343198_MG,13.692404
MAG11268,343198_MG,41.251915
MAG11269,343198_MG,16.065056
MAG11270,343198_MG,68.177826
MAG11271,343198_MG,431.7326
MAG11272,343198_MG,46.614155
MAG11273,343198_MG,16.200983
MAG11274,343198_MG,14.395361
MAG11275,343200_MG,107.673004
MAG11276,343200_MG,139.59059
MAG11277,343200_MG,32.78184
MAG11278,343200_MG,195.31662
MAG11279,343200_MG,42.677944
MAG11280,343200_MG,39.948353
MAG11281,343203_MG,740.5888
MAG11282,343205_MG,26.241304
MAG11283,343205_MG,70.87922
MAG11284,343205_MG,859.8842
MAG11285,343205_MG,64.287674
MAG11286,343205_MG,17.601915
MAG11287,343205_MG,264.9262
MAG11288,343205_MG,68.3091
MAG11289,343205_MG,19.162292
MAG11290,343205_MG,19.014278
MAG11291,343205_MG,16.662735
MAG11292,343205_MG,278.79898
MAG11293,343205_MG,25.078304
MAG11294,343205_MG,492.79416
MAG11295,343205_MG,37.466824
MAG11296,343208_MG,350.8814
MAG11297,343209_MG,36.614326
MAG11298,343209_MG,54.125767
MAG11299,343209_MG,169.98218
MAG11300,343209_MG,717.5857
MAG11301,343209_MG,2274.1255
MAG11302,343209_MG,25.393805
MAG11303,343213_MG,7.2899966
MAG11304,343213_MG,46.50568
MAG11305,343213_MG,11.137541
MAG11306,343213_MG,16.689917
MAG11307,343213_MG,32.65671
MAG11308,343213_MG,41.45397
MAG11309,343213_MG,6.0962706
MAG11310,343215_MG,151.86008
MAG11311,343218_MG,122.17105
MAG11312,343218_MG,197.9814
MAG11313,343218_MG,371.19946
MAG11314,343218_MG,247.20444
MAG11315,343218_MG,60.889404
MAG11316,343218_MG,122.222534
MAG11317,343218_MG,94.15148
MAG11318,343218_MG,90.63447
MAG11319,343222_MG,141.47906
MAG11320,343223_MG,268.99524
MAG11321,343223_MG,120.22151
MAG11322,343223_MG,16.615225
MAG11323,343223_MG,135.17249
MAG11324,343223_MG,383.6415
MAG11325,343223_MG,11.3307085
MAG11326,343223_MG,255.0707
MAG11327,343223_MG,74.176926
MAG11328,343223_MG,14.0838375
MAG11329,343223_MG,57.664474
MAG11330,343223_MG,6.954073
MAG11331,343225_MG,72.633835
MAG11332,343225_MG,33.478195
MAG11333,343225_MG,8.714366
MAG11334,343225_MG,12.004197
MAG11335,343225_MG,7.661745
MAG11336,343225_MG,123.35459
MAG11337,343225_MG,289.8151
MAG11338,343225_MG,50.222733
MAG11339,343225_MG,76.704185
MAG11340,343225_MG,44.623386
MAG11341,343225_MG,8.667284
MAG11342,343225_MG,14.635226
MAG11343,343225_MG,508.5488
MAG11344,343225_MG,8.930974
MAG11345,343225_MG,8.323073
MAG11346,343225_MG,30.917294
MAG11347,343225_MG,13.222059
MAG11348,343233_MG,1478.883
MAG11349,343233_MG,30.728489
MAG11350,343233_MG,12.226476
MAG11351,343233_MG,23.925283
MAG11352,343233_MG,10.307964
MAG11353,343233_MG,53.76166
MAG11354,343233_MG,6.8537326
MAG11355,343233_MG,15.349602
MAG11356,343233_MG,8.542837
MAG11357,343233_MG,6.655377
MAG11358,343234_MG,76.881065
MAG11359,343234_MG,47.518997
MAG11360,343234_MG,167.75633
MAG11361,343238_MG,430.5533
MAG11362,343238_MG,30.182629
MAG11363,343238_MG,649.6808
MAG11364,343238_MG,14.136193
MAG11365,343238_MG,122.80458
MAG11366,343238_MG,13.273112
MAG11367,343238_MG,37.813232
MAG11368,343238_MG,53.570084
MAG11369,343238_MG,23.868355
MAG11370,343238_MG,57.77095
MAG11371,343238_MG,220.20543
MAG11372,343238_MG,15.542762
MAG11373,343238_MG,294.1898
MAG11374,343238_MG,18.028978
MAG11375,343238_MG,13.865622
MAG11376,343239_MG,3042.8616
MAG11377,343243_MG,26.320473
MAG11378,343243_MG,30.888353
MAG11379,343243_MG,183.8716
MAG11380,343243_MG,73.80398
MAG11381,343243_MG,39.738388
MAG11382,343243_MG,40.885468
MAG11383,343243_MG,417.4133
MAG11384,343246_MG,26.811848
MAG11385,343246_MG,3375.8472
MAG11386,343246_MG,162.42458
MAG11387,343255_MG,345.05856
MAG11388,343255_MG,70.04938
MAG11389,343255_MG,11.782513
MAG11390,343255_MG,12.01705
MAG11391,343255_MG,19.401535
MAG11392,343255_MG,58.673218
MAG11393,343255_MG,12.563545
MAG11394,343255_MG,8.854439
MAG11395,343256_MG,78.65095
MAG11396,343256_MG,13.434799
MAG11397,343256_MG,20.812922
MAG11398,343256_MG,64.408585
MAG11399,343256_MG,28.735456
MAG11400,343256_MG,7.9891543
MAG11401,343256_MG,9.839851
MAG11402,343258_MG,680.4612
MAG11403,343258_MG,247.31679
MAG11404,343258_MG,16.172066
MAG11405,343261_MG,87.60799
MAG11406,343261_MG,234.75525
MAG11407,343261_MG,110.09919
MAG11408,343261_MG,115.32345
MAG11409,343261_MG,13.628175
MAG11410,343261_MG,169.07104
MAG11411,343261_MG,1114.7198
MAG11412,343261_MG,16.803022
MAG11413,343261_MG,9.868196
MAG11414,343261_MG,37.144875
MAG11415,343261_MG,9.680552
MAG11416,343261_MG,104.203094
MAG11417,343261_MG,27.59851
MAG11418,343261_MG,209.74179
MAG11419,343261_MG,498.39206
MAG11420,343261_MG,10.625921
MAG11421,343261_MG,9.256512
MAG11422,343261_MG,11.235633
MAG11423,343261_MG,46.101017
MAG11424,343261_MG,18.423124
MAG11425,343264_MG,26.188017
MAG11426,343264_MG,133.52148
MAG11427,343264_MG,64.30931
MAG11428,343264_MG,17.315746
MAG11429,343266_MG,17.027119
MAG11430,343266_MG,75.95938
MAG11431,343266_MG,41.278618
MAG11432,343266_MG,26.389666
MAG11433,343266_MG,104.77637
MAG11434,343266_MG,15.434844
MAG11435,343266_MG,29.271572
MAG11436,343266_MG,13.309267
MAG11437,343266_MG,124.537674
MAG11438,343266_MG,19.710173
MAG11439,343266_MG,18.04976
MAG11440,343269_MG,37.77666
MAG11441,343269_MG,104.885735
MAG11442,343269_MG,224.1594
MAG11443,343269_MG,10.894786
MAG11444,343269_MG,52.650547
MAG11445,343269_MG,11.573216
MAG11446,343269_MG,15.966653
MAG11447,343269_MG,273.59598
MAG11448,343269_MG,52.24933
MAG11449,343269_MG,14.48268
MAG11450,343269_MG,34.82665
MAG11451,343269_MG,34.597828
MAG11452,343269_MG,71.70369
MAG11453,343269_MG,59.993847
MAG11454,343269_MG,15.736905
MAG11455,343269_MG,13.192243
MAG11456,343269_MG,58.95027
MAG11457,343269_MG,41.164715
MAG11458,343271_MG,85.486305
MAG11459,343271_MG,11.276027
MAG11460,343271_MG,23.548515
MAG11461,343271_MG,43.311363
MAG11462,343271_MG,565.1179
MAG11463,343271_MG,157.00333
MAG11464,343271_MG,27.39286
MAG11465,343271_MG,91.587456
MAG11466,343271_MG,88.313156
MAG11467,343271_MG,171.20668
MAG11468,343271_MG,10.966678
MAG11469,343271_MG,145.34615
MAG11470,343271_MG,137.53603
MAG11471,343271_MG,76.71074
MAG11472,343275_MG,48.171997
MAG11473,343275_MG,88.40974
MAG11474,343275_MG,520.74274
MAG11475,343275_MG,21.15517
MAG11476,343275_MG,24.435604
MAG11477,343276_MG,18.564865
MAG11478,343276_MG,126.440384
MAG11479,343278_MG,101.93833
MAG11480,343278_MG,712.0039
MAG11481,343281_MG,209.18393
MAG11482,343281_MG,8.552923
MAG11483,343281_MG,6.2781925
MAG11484,343281_MG,13.201018
MAG11485,343281_MG,17.412703
MAG11486,343281_MG,337.86386
MAG11487,343281_MG,6.2193265
MAG11488,343281_MG,20.19753
MAG11489,343281_MG,181.29494
MAG11490,343281_MG,919.22626
MAG11491,343281_MG,26.846298
MAG11492,343281_MG,12.100977
MAG11493,343281_MG,14.871678
MAG11494,343281_MG,52.487183
MAG11495,343281_MG,7.2843065
MAG11496,343283_MG,116.01855
MAG11497,343286_MG,317.45447
MAG11498,343286_MG,12.861102
MAG11499,343286_MG,19.112171
MAG11500,343286_MG,36.28607
MAG11501,343286_MG,185.40776
MAG11502,343286_MG,214.03062
MAG11503,343286_MG,7.7753158
MAG11504,343286_MG,291.0138
MAG11505,343286_MG,199.73453
MAG11506,343286_MG,105.10904
MAG11507,343286_MG,13.198196
MAG11508,343286_MG,398.62192
MAG11509,343286_MG,36.61999
MAG11510,343286_MG,43.622044
MAG11511,343286_MG,17.30445
MAG11512,343286_MG,119.19995
MAG11513,343286_MG,38.585922
MAG11514,343286_MG,6.9034314
MAG11515,343287_MG,9.046555
MAG11516,343287_MG,185.7
MAG11517,343287_MG,814.3686
MAG11518,343287_MG,26.487955
MAG11519,343287_MG,12.601678
MAG11520,343287_MG,11.190997
MAG11521,343287_MG,55.533848
MAG11522,343287_MG,30.870634
MAG11523,343287_MG,11.205043
MAG11524,343287_MG,29.766127
MAG11525,343287_MG,33.206367
MAG11526,343287_MG,36.82062
MAG11527,343287_MG,21.974745
MAG11528,343287_MG,61.318012
MAG11529,343287_MG,12.220054
MAG11530,343301_MG,1616.098
MAG11531,343302_MG,30.9218
MAG11532,343302_MG,127.49736
MAG11533,343302_MG,212.92238
MAG11534,343302_MG,35.1176
MAG11535,343302_MG,62.13951
MAG11536,343306_MG,180.12897
MAG11537,343309_MG,48.684532
MAG11538,343309_MG,169.4163
MAG11539,343309_MG,23.328413
MAG11540,343309_MG,8.283155
MAG11541,343309_MG,8.074674
MAG11542,343309_MG,11.770563
MAG11543,343309_MG,10.8609705
MAG11544,343309_MG,97.57042
MAG11545,343309_MG,27.18176
MAG11546,343309_MG,271.9903
MAG11547,343309_MG,31.500086
MAG11548,343311_MG,34.06307
MAG11549,343311_MG,720.9077
MAG11550,343311_MG,117.06681
MAG11551,343311_MG,7.2026496
MAG11552,343311_MG,15.823393
MAG11553,343311_MG,20.246674
MAG11554,343311_MG,6.248316
MAG11555,343311_MG,7.9920583
MAG11556,343311_MG,23.249365
MAG11557,343311_MG,29.655909
MAG11558,343311_MG,20.317513
MAG11559,343311_MG,7.7274895
MAG11560,343311_MG,6.576181
MAG11561,343314_MG,11.3550825
MAG11562,343314_MG,26.24099
MAG11563,343314_MG,57.011944
MAG11564,343319_MG,15.804841
MAG11565,343319_MG,27.701675
MAG11566,343319_MG,250.06834
MAG11567,343319_MG,878.2957
MAG11568,343319_MG,69.66635
MAG11569,343322_MG,929.6986
MAG11570,343322_MG,22.073294
MAG11571,343322_MG,53.278824
MAG11572,343322_MG,19.043062
MAG11573,343322_MG,145.31606
MAG11574,343322_MG,22.527431
MAG11575,343322_MG,105.04779
MAG11576,343322_MG,14.7015915
MAG11577,343322_MG,13.318827
MAG11578,343322_MG,73.305565
MAG11579,343322_MG,173.75214
MAG11580,343324_MG,32.24771
MAG11581,343324_MG,32.807774
MAG11582,343324_MG,79.21188
MAG11583,343324_MG,23.625507
MAG11584,343324_MG,21.9521
MAG11585,343324_MG,31.503027
MAG11586,343328_MG,241.31184
MAG11587,343332_MG,149.02199
MAG11588,343332_MG,1525.2704
MAG11589,343335_MG,12.161957
MAG11590,343335_MG,43.25696
MAG11591,343335_MG,24.270226
MAG11592,343335_MG,7.681383
MAG11593,343335_MG,16.847982
MAG11594,343335_MG,6.1860857
MAG11595,343337_MG,68.1254
MAG11596,343337_MG,177.4064
MAG11597,343337_MG,885.0236
MAG11598,343337_MG,131.90323
MAG11599,343337_MG,66.928
MAG11600,343339_MG,196.43388
MAG11601,343342_MG,68.48971
MAG11602,343345_MG,9.926782
MAG11603,343345_MG,22.158752
MAG11604,343345_MG,392.1126
MAG11605,343347_MG,27.747438
MAG11606,343347_MG,20.39573
MAG11607,343347_MG,7.592848
MAG11608,343347_MG,9.004411
MAG11609,343347_MG,7.403429
MAG11610,343347_MG,11.153036
MAG11611,343347_MG,66.93321
MAG11612,343349_MG,10.136534
MAG11613,343349_MG,67.48831
